Key,Key Description,columnType,Source,Parent
TRUE,,,,ManifestColumn
 FALSE,,,,ManifestColumn
 Other,,,,ManifestColumn
 Uknown,,,,ManifestColumn
 Not collected,,,,ManifestColumn
 Not applicable,,,,ManifestColumn
