Key,Key Description,columnType,Source,Parent
ADT,,,,BaseAnnotation
 cDNA,,,,BaseAnnotation
 CMO,,,,BaseAnnotation
 HTO,,,,BaseAnnotation
 LMO,,,,BaseAnnotation
 plasmid DNA,,,,BaseAnnotation
