Key,Key Description,columnType,Source,Parent
Days,,,,ManifestColumn
 Hours,,,,ManifestColumn
 Minutes,,,,ManifestColumn
 Months,,,,ManifestColumn
 Not Specified,,,,ManifestColumn
 Seconds,,,,ManifestColumn
 Weeks,,,,ManifestColumn
 Years,,,,ManifestColumn
d.p.c.,,,,ManifestColumn
